,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
3829,Spacious Unit Of 4 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 125,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3220944-spacious-unit-of-4-bedroom-terrace-duplex
3830,Luxury 4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3225920-luxury-4-bedroom-fully-detached-duplex
3831,Lovely 3 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 90,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3226411-lovely-3-bedroom-terrace-duplex
3832,4 Bedroom Fully Detached House,"Ajah, Lagos","₦ 230,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3226525-4-bedroom-fully-detached-house
3833,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 240,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3226536-4-bedroom-fully-detached-duplex
3834,5 Bedroom Fully Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 350,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3226556-5-bedroom-fully-detached-duplex-with-swimming-pool
3835,4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3226649-4-bedroom-semi-detached-duplex
3836,Exquisite 1 Bedroom Apartment,"Ajah, Lagos","₦ 40,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/ajah/3226711-exquisite-1-bedroom-apartment
3837,Exquisite 4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 130,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3226725-exquisite-4-bedroom-semi-detached-duplex
3838,4 Bedroom Fully Detached Duplex With And Swimming Pool,"Crown Estate,  Sangotedo, Ajah, Lekki, Lagos","₦ 300,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3226936-4-bedroom-fully-detached-duplex-with-and-swimming-pool
3839,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 230,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3227311-4-bedroom-fully-detached-duplex
3840,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
3841,Exquisite 4 Bedroom Detached Duplex,"Ajah, Lekki Phase 2, Lekki, Lagos","₦ 185,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-2/3224051-exquisite-4-bedroom-detached-duplex
3842,Standard 6 Units Of Self Contain With Beautiful Pop Ceiling On 1 Plot,"Rockstone Vile Estate, Badore, Ajah, Lagos","₦ 50,000,000",6 Bedrooms,6 Bathrooms,6 Toilets,6 bedroom block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ajah/badore/3093594-standard-6-units-of-self-contain-with-beautiful-pop-ceiling-on-1-plot
3843,Brand-new Furnished 4 Bedroom Terrace Duplex With Bq,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3223320-brand-new-furnished-4-bedroom-terrace-duplex-with-bq
3844,Direct Brief 759sqm Of Land With Gov Consent Title,"Penisula Gardens Estate, Sangotedo, Ajah, Lagos","₦ 170,000,000",759 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/sangotedo/3220848-direct-brief-759sqm-of-land-with-gov-consent-title
3845,Newly And Well Built 2 Bedroom Apartments,"Abijo, Lekki, Lagos","₦ 45,000,000",2 Bedrooms,N/A,N/A,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/abijo/3224973-newly-and-well-built-2-bedroom-apartments
3846,5bedroom Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 170,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3223483-5bedroom-detached-duplex-with-swimming-pool
3847,Decent 4 Nos Of 3 Bedroom Flat Block,"Oscar Etsano Street, Off Cooperative Villas Road, Ajah, Lagos","₦ 300,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ajah/3223491-decent-4-nos-of-3-bedroom-flat-block
3848,5 Bedroom Duplex With Swimming Pool,"Ajah, Lagos","₦ 230,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3223531-5-bedroom-duplex-with-swimming-pool
3849,Exquisite 4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3223658-exquisite-4-bedroom-semi-detached-duplex
3850,Exquisite 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3223680-exquisite-5-bedroom-detached-duplex
3851,Brand New 4 Bedroom Detached Home,"Ajah, Lagos","₦ 170,000,000",4 Bedrooms,N/A,N/A,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3223746-brand-new-4-bedroom-detached-home
3852,5/4 Bedroom With Bq Detached,"Ajah, Lagos","₦ 165,000,000",5 Bedrooms,5 Bathrooms,N/A,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3223806-54-bedroom-with-bq-detached
3853,3 Bedroom Terrace Duplex - Contemporary Modern Architecture,"Ajah, Lagos","₦ 85,000,000",3 Bedrooms,3 Bathrooms,N/A,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3223850-3-bedroom-terrace-duplex-contemporary-modern-architecture
3854,Luxury 5 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3049472-luxury-5-bedroom-fully-detached-duplex-with-bq
3855,Furnished 5 Bedrooms Detached Duplex With Bq,"Lekki, Lagos","₦ 270,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3224502-furnished-5-bedrooms-detached-duplex-with-bq
3856,3 Bedroom Duplex,"Ajah, Lagos","₦ 90,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3224977-3-bedroom-duplex
3857,Luxury 4 Bedroom Duplex,"Ajah, Lagos","₦ 130,000,000",4 Bedrooms,5 Bathrooms,6 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3225129-luxury-4-bedroom-duplex
3858,Nearly Vacant 3 Bedroom Terraced Duplex With Modern Finishing,"Lekki Palm City, Ado Road, Ajah, Lagos","₦ 65,000,000",3 Bedrooms,3 Bathrooms,N/A,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3225319-nearly-vacant-3-bedroom-terraced-duplex-with-modern-finishing
3859,Prestigious 5 Bedroom Fully Detached Duplex,"Royal Garden Estate, Ajah, Lagos","₦ 600,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3225405-prestigious-5-bedroom-fully-detached-duplex
3860,Newly Built 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3213444-newly-built-4-bedroom-semi-detached-duplex-with-bq
3861,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
3862,4 Bedroom Fully Detached Duplex,"Crown Estate, Sangotedo, Ajah, Lagos","₦ 300,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/sangotedo/3222706-4-bedroom-fully-detached-duplex
3863,Luxury Duplexes,"S-forth Estate, Off Ajah Bridge, Ajah, Lagos","₦ 180,000,000",4 Bedrooms,N/A,6 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3161653-luxury-duplexes
3864,4 Bedroom Fully Detached Duplex (good For School Etc),"Off Ado Road, Ajah, Lagos","₦ 100,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3124270-4-bedroom-fully-detached-duplex-good-for-school-etc
3865,3-bedroom Terraced Duplex + Bq  Premium Living At An Unbeatable Price,"Ajah, Lagos","₦ 120,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3221405-3-bedroom-terraced-duplex-bq-premium-living-at-an-unbeatable-price
3866,Classic 4 Bedroom Semi Detached Duplex With Bq In A Secure Estate,"Lekki, Lagos","₦ 135,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3221640-classic-4-bedroom-semi-detached-duplex-with-bq-in-a-secure-estate
3867,Modern 5 Bedroom Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3186880-modern-5-bedroom-detached-duplex-with-swimming-pool
3868,4 Bedroom Fully Detached Duplex,"Ajah Lagos, Ajah, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3221872-4-bedroom-fully-detached-duplex
3869,4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 160,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3221979-4-bedroom-semi-detached-duplex-with-bq
3870,Well Built 4 Bedroom Semi-detached Duplex,"Lekki Palm City, Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3222287-well-built-4-bedroom-semi-detached-duplex
3871,Well Finished 4 Bedroom Fully Detached Duplex,"Lekki Palm City, Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3222306-well-finished-4-bedroom-fully-detached-duplex
3872,Luxury 5 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 270,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3142957-luxury-5-bedroom-fully-detached-duplex
3873,Luxury 5 Bedroom Fully Detached Duplex,"Lekki Palm City Estate, Ajah, Lagos","₦ 290,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3129723-luxury-5-bedroom-fully-detached-duplex
3874,5 Bedrooms Luxury Fully Detached Duplex,"Lekki Palm City Estate, Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3125175-5-bedrooms-luxury-fully-detached-duplex
3875,Fully Furnished Luxury 4 Bedroom Duplex With Bq,"Lekki Palm City Estate, Ajah, Lagos","₦ 250,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3222320-fully-furnished-luxury-4-bedroom-duplex-with-bq
3876,Newly Built 2 Bedroom Apartment,"Lekki Scheme 2, Ajah, Lagos","₦ 60,000,000",2 Bedrooms,N/A,N/A,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3222360-newly-built-2-bedroom-apartment
3877,Luxury Brand New 4 Bedrooms Fully Detached Duplex,"Ajah, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3222400-luxury-brand-new-4-bedrooms-fully-detached-duplex
3878,Brand New 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 9,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3222582-brand-new-4-bedroom-semi-detached-duplex-with-bq
3879,4 Bedrooms Semi-detached Duplex With Bq,"Lekki, Ajah, Lagos","₦ 140,000,000",4 Bedrooms,N/A,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3222705-4-bedrooms-semi-detached-duplex-with-bq
3880,Spacious 4 Bedroom Terraced Duplex,"Ajah, Lagos","₦ 120,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3209941-spacious-4-bedroom-terraced-duplex
3881,Spacious 4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3208366-spacious-4-bedroom-semi-detached-duplex
3882,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
3883,Luxury 5 Bedroom Fully Detached Duplex With Bq,"Royal Garden, Lekki Phase 2, Lekki, Lagos","₦ 600,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-2/3220505-luxury-5-bedroom-fully-detached-duplex-with-bq
3884,Off Plan 3 Bedrooms Semi-detached House With Bq,"Ajayi Apata Estate, Sangotedo, Ajah, Lagos","₦ 140,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3220360-off-plan-3-bedrooms-semi-detached-house-with-bq
3885,Premium 3 Bedroom With A Bq,"Sangotedo, Ajah, Lagos","₦ 120,000,000",3 Bedrooms,N/A,4 Toilets,3 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3220523-premium-3-bedroom-with-a-bq
3886,Luxury Fully Furnished 3 Bedroom Flat,"Gra, Abijo, Lekki, Lagos","₦ 150,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/lekki/abijo/3214428-luxury-fully-furnished-3-bedroom-flat
3887,Luxurious 4-bedroom Detached Duplex,"Ajah, Lagos","₦ 250,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3219161-luxurious-4-bedroom-detached-duplex
3888,4 Bedroom Semi Detached Duplex With Pool,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3129692-4-bedroom-semi-detached-duplex-with-pool
3889,4 Bedroom Semi Detached Duplex With A Bq,"Lekki Palm City Estate, Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3219311-4-bedroom-semi-detached-duplex-with-a-bq
3890,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219370-4-bedroom-fully-detached-duplex
3891,Luxury 3 Bedroom Duplex With & Without Bq,"Ajah, Lagos","₦ 75,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3219493-luxury-3-bedroom-duplex-with-without-bq
3892,Fully Detached Duplex,"Ajah, Lagos","₦ 260,000,000",5 Bedrooms,N/A,N/A,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219635-fully-detached-duplex
3893,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219647-4-bedroom-fully-detached-duplex
3894,Luxury 4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219763-luxury-4-bedroom-fully-detached-duplex
3895,"Beautiful 5 Bedroom Detached Duplex With Bq, Pool","Ajah, Lagos","₦ 350,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3190558-beautiful-5-bedroom-detached-duplex-with-bq-pool
3896,Lovely 2 Bedroom Apartment,"Ajah, Lagos","₦ 65,000,000",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3219940-lovely-2-bedroom-apartment
3897,4 Bedroom  Spacious Duplex With A Room Bq,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219944-4-bedroom-spacious-duplex-with-a-room-bq
3898,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219967-4-bedroom-fully-detached-duplex
3899,5 Bedroom Fully-detached Duplex With Bq,"Ajah, Lagos","₦ 155,000,000",5 Bedrooms,N/A,N/A,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
3900,Contemporary 4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3220312-contemporary-4-bedroom-semi-detached-duplex
3901,4 Bedrooms Detached Duplex With Bq Available,"Ajah, Lekki, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3220353-4-bedrooms-detached-duplex-with-bq-available
3902,5 Bedroom Duplex With Bq,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3220985-5-bedroom-duplex-with-bq
3903,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
3904,Fully Detached 4 Bedrooms Detached Duplex With Swimming Pool,"Sangotedo, Ajah, Lagos","₦ 280,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3095956-fully-detached-4-bedrooms-detached-duplex-with-swimming-pool
3905,Luxury 4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3217778-luxury-4-bedroom-semi-detached-duplex
3906,Newly Built 4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3217794-newly-built-4-bedroom-semi-detached-duplex
3907,Exquisite 4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3217818-exquisite-4-bedroom-semi-detached-duplex
3908,Brand New 4 Bedroom Terraced Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,N/A,N/A,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3218219-brand-new-4-bedroom-terraced-duplex
3909,Brand New 4 Bedroom Semi-detached Duplex With A Bq,"Abraham Adesanya, Ajah, Lagos","₦ 130,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3218256-brand-new-4-bedroom-semi-detached-duplex-with-a-bq
3910,Brand New 4 Bedroom Semi-detached Duplex With A Bq,"Abraham Adesanya, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
3911,"Brand New 5 Bedroom Semi-detached Duplex With A Cinema, Pool & Bq","Abraham Adesanya, Ajah, Lagos","₦ 220,000,000",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3218275-brand-new-5-bedroom-semi-detached-duplex-with-a-cinema-pool-bq
3912,Brand New 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3186453-brand-new-4-bedroom-semi-detached-duplex-with-bq
3913,Brand New 4 Bedroom Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3186398-brand-new-4-bedroom-detached-duplex-with-swimming-pool
3914,Massive 5 Bedrooms Detached Duplex With Swimming Pool And Bq,"Ajah, Lagos","₦ 275,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3181554-massive-5-bedrooms-detached-duplex-with-swimming-pool-and-bq
3915,Lovely 3 Bedrooms Terraced Duplex With Bq,"Ajah, Lagos","₦ 80,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3159062-lovely-3-bedrooms-terraced-duplex-with-bq
3916,2 Bedrooms Semi Detached Duplex,"Abraham Adesanya, Ajah, Lagos","₦ 80,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3145615-2-bedrooms-semi-detached-duplex
3917,4 Bedrooms Detached Duplex With Bq Available,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3108032-4-bedrooms-detached-duplex-with-bq-available
